,X,meanY,stdY,meanYmean,meanYstd,X.1,D,order,class,classInt,newY,UD
3325,3325,191.666666667,6.50640709865,123.764770277,46.3653806652,118,2,36.0,R,1,189.75805333,78
3326,3326,177.0,12.7279220614,123.764770277,46.3653806652,119,2,37.0,R,1,180.378940593,78
3327,3327,166.384615385,8.87448084433,123.764770277,46.3653806652,120,2,38.0,R,1,168.268837842,78
3328,3328,159.5,5.80229839518,123.764770277,46.3653806652,121,2,39.0,R,1,155.053513533,78
3329,3329,156.9,10.836666154,123.764770277,46.3653806652,122,2,40.0,R,1,143.081942789,78
3330,3330,154.6,10.3702872257,123.764770277,46.3653806652,123,2,41.0,R,1,162.801644065,78
3331,3331,139.333333333,13.0332907075,123.764770277,46.3653806652,124,2,42.0,R,1,133.654162765,78
3332,3332,138.833333333,9.90790929847,123.764770277,46.3653806652,125,2,43.0,R,1,140.511828195,78
3333,3333,119.5,2.12132034356,123.764770277,46.3653806652,126,2,44.0,R,1,127.134788102,78
3334,3334,119.666666667,1.52752523165,123.764770277,46.3653806652,127,2,45.0,R,1,119.752463484,78
3335,3335,118.666666667,2.08166599947,123.764770277,46.3653806652,128,2,46.0,R,1,118.986944549,78
3336,3336,117.6,2.07364413533,123.764770277,46.3653806652,129,2,47.0,R,1,120.592720342,78
3337,3337,114.636363636,4.92489040026,123.764770277,46.3653806652,130,2,48.0,R,1,115.355963503,78
3338,3338,115.333333333,3.39116499156,123.764770277,46.3653806652,131,3,1.0,R,1,115.985426717,79
3339,3339,112.0,1.58113883008,123.764770277,46.3653806652,132,3,2.0,R,1,111.167152996,79
3340,3340,113.666666667,2.08166599947,123.764770277,46.3653806652,133,3,3.0,R,1,113.831805408,79
3341,3341,117.5,0.707106781187,123.764770277,46.3653806652,134,3,4.0,R,1,118.037622584,79
3342,3342,129.333333333,15.8706895842,123.764770277,46.3653806652,135,3,5.0,R,1,132.202463784,79
3343,3343,135.25,15.903353944,123.764770277,46.3653806652,136,3,6.0,R,1,136.475475466,79
3344,3344,158.142857143,4.87950036474,123.764770277,46.3653806652,138,3,7.0,R,1,151.801310938,79
3345,3345,159.0,5.94978991226,123.764770277,46.3653806652,139,3,8.0,R,1,160.042962485,79
3346,3346,168.75,5.80024630019,123.764770277,46.3653806652,140,3,9.0,R,1,180.515649973,79
3347,3347,168.444444444,5.50252467307,123.764770277,46.3653806652,141,3,10.0,R,1,165.386205087,79
3348,3348,169.222222222,15.8254366273,123.764770277,46.3653806652,142,3,11.0,R,1,157.793629184,79
3349,3349,173.833333333,3.76386326355,123.764770277,46.3653806652,143,3,12.0,R,1,167.946429575,79
3350,3350,171.0,6.72309452559,123.764770277,46.3653806652,144,3,13.0,R,1,172.387576763,79
3351,3351,165.833333333,3.65604522219,123.764770277,46.3653806652,145,3,14.0,R,1,167.697135213,79
3352,3352,169.5,2.44948974278,123.764770277,46.3653806652,146,3,15.0,R,1,170.80262319,79
3353,3353,168.5,3.10912635103,123.764770277,46.3653806652,147,3,16.0,R,1,164.566277427,79
3354,3354,166.5,0.707106781187,123.764770277,46.3653806652,148,3,17.0,R,1,166.630227735,79
3355,3355,174.3,6.60050503118,123.764770277,46.3653806652,149,3,18.0,R,1,167.755184223,79
3356,3356,182.25,2.21735578261,123.764770277,46.3653806652,150,3,19.0,R,1,185.806125735,79
3357,3357,179.571428571,2.99205296617,123.764770277,46.3653806652,151,3,20.0,R,1,180.227662021,79
3358,3358,188.5,5.08920426,123.764770277,46.3653806652,152,3,21.0,R,1,185.680107906,79
3359,3359,183.8,1.92353840617,123.764770277,46.3653806652,153,3,22.0,R,1,187.707768145,79
3360,3360,191.0,2.64575131106,123.764770277,46.3653806652,154,3,23.0,R,1,193.679633709,79
3361,3361,191.222222222,3.56292638774,123.764770277,46.3653806652,155,3,24.0,R,1,192.33285313,79
3362,3362,191.5,0.707106781187,123.764770277,46.3653806652,156,3,25.0,R,1,190.088948365,79
3363,3363,195.5,3.53553390593,123.764770277,46.3653806652,157,3,26.0,R,1,199.069532298,79
3364,3364,196.0,3.94405318873,123.764770277,46.3653806652,158,3,27.0,R,1,196.418921257,79
3365,3365,194.0,2.82842712475,123.764770277,46.3653806652,159,3,28.0,R,1,196.815671325,79
3366,3366,187.705882353,8.85130432396,123.764770277,46.3653806652,160,3,29.0,R,1,186.549396753,79
3367,3367,170.454545455,10.893701266,123.764770277,46.3653806652,161,3,30.0,R,1,169.352129204,79
3368,3368,156.833333333,14.358505029,123.764770277,46.3653806652,162,3,31.0,R,1,177.284209366,79
3369,3369,148.5,1.29099444874,123.764770277,46.3653806652,163,3,32.0,R,1,150.38549337,79
3370,3370,143.0,1.29099444874,123.764770277,46.3653806652,164,3,33.0,R,1,143.75450158,79
3371,3371,137.0,1.0,123.764770277,46.3653806652,165,3,34.0,R,1,137.1668694,79
3372,3372,134.0,1.0,123.764770277,46.3653806652,166,3,35.0,R,1,133.51511141,79
3373,3373,105.0,1.0,123.764770277,46.3653806652,167,3,36.0,R,1,103.925495598,79
3374,3374,109.181818182,7.49424021257,123.764770277,46.3653806652,168,3,37.0,R,1,108.490382643,79
3375,3375,103.125,7.27888335235,123.764770277,46.3653806652,169,4,1.0,R,1,103.158971321,80
3376,3376,97.5555555556,3.90867979985,123.764770277,46.3653806652,170,4,2.0,R,1,94.5932930391,80
3377,3377,100.5,6.65415492589,123.764770277,46.3653806652,171,4,3.0,R,1,95.323683657,80
3378,3378,98.25,5.12347538298,123.764770277,46.3653806652,172,4,4.0,R,1,100.294909171,80
3379,3379,100.75,4.03112887415,123.764770277,46.3653806652,173,4,5.0,R,1,94.5716333669,80
3380,3380,102.1,3.84274207652,123.764770277,46.3653806652,174,4,6.0,R,1,95.7980123393,80
3381,3381,102.083333333,4.46111142559,123.764770277,46.3653806652,175,4,7.0,R,1,106.168582683,80
3382,3382,96.6666666667,1.52752523165,123.764770277,46.3653806652,176,4,8.0,R,1,99.7880728748,80
3383,3383,101.0,3.74165738677,123.764770277,46.3653806652,177,4,9.0,R,1,99.5127247148,80
3384,3384,102.0,15.5563491861,123.764770277,46.3653806652,178,4,10.0,R,1,90.1095220137,80
3385,3385,118.666666667,17.9536440127,123.764770277,46.3653806652,179,4,11.0,R,1,112.343123653,80
3386,3386,124.444444444,7.92035517788,123.764770277,46.3653806652,180,4,12.0,R,1,137.551437105,80
3387,3387,135.8,4.76445169983,123.764770277,46.3653806652,181,4,13.0,R,1,145.005004069,80
3388,3388,137.875,6.19763779885,123.764770277,46.3653806652,182,4,14.0,R,1,150.261376644,80
3389,3389,141.0,1.58113883008,123.764770277,46.3653806652,183,4,15.0,R,1,142.074796585,80
3390,3390,148.0,7.74596669241,123.764770277,46.3653806652,184,4,16.0,R,1,151.532097817,80
3391,3391,145.733333333,8.15446123881,123.764770277,46.3653806652,185,4,17.0,R,1,150.753501928,80
3392,3392,163.5,7.77817459305,123.764770277,46.3653806652,186,4,18.0,R,1,175.753351764,80
3393,3393,175.25,4.99165971062,123.764770277,46.3653806652,187,4,19.0,R,1,184.91900787,80
3394,3394,179.0,5.21536192416,123.764770277,46.3653806652,188,4,20.0,R,1,173.584325466,80
3395,3395,181.333333333,3.32665998663,123.764770277,46.3653806652,189,4,21.0,R,1,182.099137073,80
3396,3396,174.6,4.50555213043,123.764770277,46.3653806652,190,4,22.0,R,1,176.055484501,80
3397,3397,181.2,3.76828873628,123.764770277,46.3653806652,191,4,23.0,R,1,181.617845785,80
3398,3398,173.666666667,5.50757054729,123.764770277,46.3653806652,192,4,24.0,R,1,166.796658128,80
3399,3399,188.0,1.41421356237,123.764770277,46.3653806652,193,4,25.0,R,1,188.442311312,80
3400,3400,188.0,4.08248290464,123.764770277,46.3653806652,194,4,26.0,R,1,185.750272929,80
3401,3401,205.5,0.707106781187,123.764770277,46.3653806652,195,4,27.0,R,1,206.313059272,80
3402,3402,199.0,9.22857879994,123.764770277,46.3653806652,196,4,28.0,R,1,199.05514136,80
3403,3403,199.0,9.22857879994,123.764770277,46.3653806652,197,4,29.0,R,1,200.18439087,80
3404,3404,203.75,2.81577190635,123.764770277,46.3653806652,198,4,30.0,R,1,202.676119236,80
3405,3405,194.0,5.65685424949,123.764770277,46.3653806652,199,4,31.0,R,1,195.49859266,80
3406,3406,193.75,8.27647267862,123.764770277,46.3653806652,200,4,32.0,R,1,191.597943245,80
3407,3407,199.0,3.53553390593,123.764770277,46.3653806652,201,4,33.0,R,1,195.622247392,80
3408,3408,197.2,2.7748873851,123.764770277,46.3653806652,202,4,34.0,R,1,196.581517188,80
3409,3409,200.25,4.09267638594,123.764770277,46.3653806652,203,4,35.0,R,1,198.782724198,80
3410,3410,196.0,5.24404424085,123.764770277,46.3653806652,204,4,36.0,R,1,195.205934193,80
3411,3411,197.4,6.87749954562,123.764770277,46.3653806652,205,4,37.0,R,1,197.517096025,80
3412,3412,197.6,4.19523539268,123.764770277,46.3653806652,206,4,38.0,R,1,198.811103775,80
3413,3413,197.6,8.61725843045,123.764770277,46.3653806652,207,4,39.0,R,1,202.328819105,80
3414,3414,182.5,6.2595381764,123.764770277,46.3653806652,208,4,40.0,R,1,177.857797422,80
3415,3415,177.166666667,6.79460570355,123.764770277,46.3653806652,209,4,41.0,R,1,173.257885722,80
3416,3416,164.5,2.88675134595,123.764770277,46.3653806652,210,4,42.0,R,1,161.93132546,80
3417,3417,169.0,4.54606056566,123.764770277,46.3653806652,211,4,43.0,R,1,173.799041872,80
3418,3418,163.375,6.36816860868,123.764770277,46.3653806652,212,4,44.0,R,1,154.792970536,80
3419,3419,119.256410256,23.9041044138,123.764770277,46.3653806652,213,4,45.0,R,1,104.628109602,80
3420,3420,77.0,1.58113883008,123.764770277,46.3653806652,214,4,46.0,R,1,78.4077955101,80
3421,3421,99.7142857143,35.4340433562,123.764770277,46.3653806652,215,4,47.0,R,1,117.157469182,80
3422,3422,77.0,7.07106781187,123.764770277,46.3653806652,216,4,48.0,R,1,74.2326653636,80
3423,3423,77.6,3.20936130718,123.764770277,46.3653806652,217,4,49.0,R,1,81.0212701195,80
3424,3424,73.5,1.29099444874,123.764770277,46.3653806652,218,4,50.0,R,1,72.605875005,80
3425,3425,72.8,1.92353840617,123.764770277,46.3653806652,219,4,51.0,R,1,72.2654769757,80
3426,3426,70.5,0.707106781187,123.764770277,46.3653806652,220,4,52.0,R,1,70.610109139,80
3427,3427,103.5,3.60555127546,123.764770277,46.3653806652,43,1,1.0,R,1,102.17456351,81
3428,3428,102.2,2.58843582111,123.764770277,46.3653806652,44,1,2.0,R,1,102.965661732,81
3429,3429,121.947368421,12.3714441994,123.764770277,46.3653806652,45,1,3.0,R,1,119.154803381,81
3430,3430,128.0,25.1197133742,123.764770277,46.3653806652,46,1,4.0,R,1,140.971397429,81
3431,3431,142.0,25.1197133742,123.764770277,46.3653806652,47,1,5.0,R,1,174.575784141,81
3432,3432,151.2,3.11448230048,123.764770277,46.3653806652,48,1,6.0,R,1,150.934939998,81
3433,3433,150.833333333,3.0605010483,123.764770277,46.3653806652,49,1,7.0,R,1,148.738582583,81
3434,3434,162.571428571,5.89281551767,123.764770277,46.3653806652,50,1,8.0,R,1,165.716473641,81
3435,3435,165.333333333,7.23417813807,123.764770277,46.3653806652,51,1,9.0,R,1,170.930853578,81
3436,3436,167.2,11.6490342947,123.764770277,46.3653806652,52,1,10.0,R,1,177.964419894,81
3437,3437,174.0,11.6490342947,123.764770277,46.3653806652,53,1,11.0,R,1,176.169817739,81
3438,3438,186.125,6.3793752493,123.764770277,46.3653806652,54,1,12.0,R,1,190.033434887,81
3439,3439,192.0,4.84767985742,123.764770277,46.3653806652,55,1,13.0,R,1,194.267096895,81
3440,3440,185.428571429,3.50509832754,123.764770277,46.3653806652,56,1,14.0,R,1,185.610495039,81
3441,3441,189.2,4.54116969758,123.764770277,46.3653806652,57,1,15.0,R,1,184.955888445,81
3442,3442,194.0,10.0332779622,123.764770277,46.3653806652,58,1,16.0,R,1,205.881964857,81
3443,3443,197.666666667,1.52752523165,123.764770277,46.3653806652,59,1,17.0,R,1,198.48355316,81
3444,3444,199.0,5.65685424949,123.764770277,46.3653806652,60,1,18.0,R,1,196.78387097,81
3445,3445,197.0,1.41421356237,123.764770277,46.3653806652,61,1,19.0,R,1,197.731069277,81
3446,3446,194.4,3.36154726279,123.764770277,46.3653806652,62,1,20.0,R,1,193.655724429,81
3447,3447,194.2,4.77958622105,123.764770277,46.3653806652,63,1,21.0,R,1,188.792649546,81
3448,3448,199.4,4.03732584764,123.764770277,46.3653806652,64,1,22.0,R,1,193.176887736,81
3449,3449,201.0,2.64575131106,123.764770277,46.3653806652,65,1,23.0,R,1,203.386654905,81
3450,3450,203.5,1.29099444874,123.764770277,46.3653806652,66,1,24.0,R,1,201.617125523,81
3451,3451,203.555555556,4.55826477706,123.764770277,46.3653806652,67,1,25.0,R,1,202.27551764,81
3452,3452,203.0,1.0,123.764770277,46.3653806652,68,1,26.0,R,1,203.19916807,81
3453,3453,205.2,6.45755371639,123.764770277,46.3653806652,69,1,27.0,R,1,214.121098305,81
3454,3454,206.666666667,10.115993937,123.764770277,46.3653806652,70,1,28.0,R,1,203.438133645,81
3455,3455,212.166666667,3.18852107828,123.764770277,46.3653806652,71,1,29.0,R,1,214.760523235,81
3456,3456,216.5,0.707106781187,123.764770277,46.3653806652,72,1,30.0,R,1,216.814608811,81
3457,3457,202.6,14.4314471439,123.764770277,46.3653806652,73,1,31.0,R,1,193.826972508,81
3458,3458,201.583333333,19.246998979,123.764770277,46.3653806652,74,1,32.0,R,1,172.867110395,81
3459,3459,178.5,1.87082869339,123.764770277,46.3653806652,75,1,33.0,R,1,178.205478383,81
3460,3460,161.0,15.5563491861,123.764770277,46.3653806652,76,1,34.0,R,1,163.504344564,81
3461,3461,139.0,15.5563491861,123.764770277,46.3653806652,77,1,35.0,R,1,132.760414592,81
3462,3462,149.0,15.5563491861,123.764770277,46.3653806652,78,1,36.0,R,1,140.883926578,81
3463,3463,139.444444444,7.03759744357,123.764770277,46.3653806652,79,1,37.0,R,1,142.577149075,81
3464,3464,132.285714286,3.25137333621,123.764770277,46.3653806652,80,1,38.0,R,1,135.869406525,81
3465,3465,132.666666667,3.21455025366,123.764770277,46.3653806652,81,1,39.0,R,1,130.966887936,81
3466,3466,135.5,0.707106781187,123.764770277,46.3653806652,82,1,40.0,R,1,135.552228175,81
3467,3467,134.5,0.707106781187,123.764770277,46.3653806652,83,2,1.0,R,1,134.24720713,82
3468,3468,130.5,1.87082869339,123.764770277,46.3653806652,84,2,2.0,R,1,130.953305931,82
3469,3469,127.0,6.05530070819,123.764770277,46.3653806652,85,2,3.0,R,1,127.041441816,82
3470,3470,129.333333333,1.52752523165,123.764770277,46.3653806652,86,2,4.0,R,1,128.181589605,82
3471,3471,133.888888889,4.98609176722,123.764770277,46.3653806652,87,2,5.0,R,1,132.926916293,82
3472,3472,128.8,1.92353840617,123.764770277,46.3653806652,88,2,6.0,R,1,126.430137063,82
3473,3473,134.3,7.08754776586,123.764770277,46.3653806652,89,2,7.0,R,1,124.804478458,82
3474,3474,137.3,8.32733117178,123.764770277,46.3653806652,90,2,8.0,R,1,131.206292787,82
3475,3475,133.5,1.29099444874,123.764770277,46.3653806652,91,2,9.0,R,1,134.42048692,82
3476,3476,144.933333333,7.22561580833,123.764770277,46.3653806652,92,2,10.0,R,1,139.966965339,82
3477,3477,150.0,6.14119578863,123.764770277,46.3653806652,93,2,11.0,R,1,150.468537325,82
3478,3478,152.571428571,11.4870527531,123.764770277,46.3653806652,94,2,12.0,R,1,133.324365129,82
3479,3479,152.571428571,11.4870527531,123.764770277,46.3653806652,95,2,13.0,R,1,149.044807196,82
3480,3480,155.333333333,4.13118223595,123.764770277,46.3653806652,96,2,14.0,R,1,162.108293164,82
3481,3481,156.166666667,2.78687399548,123.764770277,46.3653806652,97,2,15.0,R,1,157.958218156,82
3482,3482,165.75,2.21735578261,123.764770277,46.3653806652,98,2,16.0,R,1,167.876625212,82
3483,3483,175.0,4.24264068712,123.764770277,46.3653806652,99,2,17.0,R,1,178.335850489,82
3484,3484,169.272727273,3.84943915632,123.764770277,46.3653806652,100,2,18.0,R,1,168.22846355,82
3485,3485,170.8,3.11448230048,123.764770277,46.3653806652,101,2,19.0,R,1,169.502282466,82
3486,3486,169.0,8.04155872121,123.764770277,46.3653806652,102,2,20.0,R,1,168.113001207,82
3487,3487,176.0,8.04155872121,123.764770277,46.3653806652,103,2,21.0,R,1,190.548815966,82
3488,3488,190.0,8.27311576399,123.764770277,46.3653806652,104,2,22.0,R,1,195.510187039,82
3489,3489,194.2,6.30079360081,123.764770277,46.3653806652,105,2,23.0,R,1,196.010573946,82
3490,3490,192.9,3.60401011221,123.764770277,46.3653806652,106,2,24.0,R,1,201.064752468,82
3491,3491,198.0,1.58113883008,123.764770277,46.3653806652,107,2,25.0,R,1,197.54705161,82
3492,3492,200.3,3.33499958354,123.764770277,46.3653806652,108,2,26.0,R,1,200.405573554,82
3493,3493,199.625,4.68851179556,123.764770277,46.3653806652,109,2,27.0,R,1,210.734125807,82
3494,3494,201.857142857,2.41029537807,123.764770277,46.3653806652,110,2,28.0,R,1,198.744975169,82
3495,3495,205.0,5.7008771255,123.764770277,46.3653806652,111,2,29.0,R,1,209.513891277,82
3496,3496,207.0,12.7279220614,123.764770277,46.3653806652,112,2,30.0,R,1,184.912036781,82
3497,3497,205.25,20.5649377988,123.764770277,46.3653806652,113,2,31.0,R,1,243.875994263,82
3498,3498,209.5,3.10912635103,123.764770277,46.3653806652,114,2,32.0,R,1,210.179458837,82
3499,3499,212.0,3.10912635103,123.764770277,46.3653806652,115,2,33.0,R,1,211.727141558,82
3500,3500,199.75,7.54431353184,123.764770277,46.3653806652,116,2,34.0,R,1,196.629530338,82
3501,3501,198.666666667,5.88784057755,123.764770277,46.3653806652,117,2,35.0,R,1,202.050587246,82
3502,3502,191.666666667,6.50640709865,123.764770277,46.3653806652,118,2,36.0,R,1,195.271918021,82
3503,3503,177.0,12.7279220614,123.764770277,46.3653806652,119,2,37.0,R,1,184.169510102,82
3504,3504,166.384615385,8.87448084433,123.764770277,46.3653806652,120,2,38.0,R,1,160.3688724,82
3505,3505,159.5,5.80229839518,123.764770277,46.3653806652,121,2,39.0,R,1,157.294308503,82
3506,3506,156.9,10.836666154,123.764770277,46.3653806652,122,2,40.0,R,1,154.559371244,82
3507,3507,154.6,10.3702872257,123.764770277,46.3653806652,123,2,41.0,R,1,151.952104906,82
3508,3508,139.333333333,13.0332907075,123.764770277,46.3653806652,124,2,42.0,R,1,128.433028368,82
3509,3509,138.833333333,9.90790929847,123.764770277,46.3653806652,125,2,43.0,R,1,132.801291548,82
3510,3510,119.5,2.12132034356,123.764770277,46.3653806652,126,2,44.0,R,1,119.726031049,82
3511,3511,119.666666667,1.52752523165,123.764770277,46.3653806652,127,2,45.0,R,1,120.154914164,82
3512,3512,118.666666667,2.08166599947,123.764770277,46.3653806652,128,2,46.0,R,1,116.594626938,82
3513,3513,117.6,2.07364413533,123.764770277,46.3653806652,129,2,47.0,R,1,122.204814202,82
3514,3514,114.636363636,4.92489040026,123.764770277,46.3653806652,130,2,48.0,R,1,111.588362599,82
3515,3515,115.333333333,3.39116499156,123.764770277,46.3653806652,131,3,1.0,R,1,113.21272156,83
3516,3516,112.0,1.58113883008,123.764770277,46.3653806652,132,3,2.0,R,1,111.678600722,83
3517,3517,113.666666667,2.08166599947,123.764770277,46.3653806652,133,3,3.0,R,1,113.674827717,83
3518,3518,117.5,0.707106781187,123.764770277,46.3653806652,134,3,4.0,R,1,116.790350278,83
3519,3519,129.333333333,15.8706895842,123.764770277,46.3653806652,135,3,5.0,R,1,146.012956862,83
3520,3520,135.25,15.903353944,123.764770277,46.3653806652,136,3,6.0,R,1,128.212901671,83
3521,3521,158.142857143,4.87950036474,123.764770277,46.3653806652,138,3,7.0,R,1,159.600879228,83
3522,3522,159.0,5.94978991226,123.764770277,46.3653806652,139,3,8.0,R,1,157.749116089,83
3523,3523,168.75,5.80024630019,123.764770277,46.3653806652,140,3,9.0,R,1,171.885525309,83
3524,3524,168.444444444,5.50252467307,123.764770277,46.3653806652,141,3,10.0,R,1,166.662281754,83
3525,3525,169.222222222,15.8254366273,123.764770277,46.3653806652,142,3,11.0,R,1,170.909654854,83
3526,3526,173.833333333,3.76386326355,123.764770277,46.3653806652,143,3,12.0,R,1,171.764763019,83
3527,3527,171.0,6.72309452559,123.764770277,46.3653806652,144,3,13.0,R,1,166.092075068,83
3528,3528,165.833333333,3.65604522219,123.764770277,46.3653806652,145,3,14.0,R,1,168.50988223,83
3529,3529,169.5,2.44948974278,123.764770277,46.3653806652,146,3,15.0,R,1,165.745671432,83
3530,3530,168.5,3.10912635103,123.764770277,46.3653806652,147,3,16.0,R,1,169.481508963,83
3531,3531,166.5,0.707106781187,123.764770277,46.3653806652,148,3,17.0,R,1,167.069723826,83
3532,3532,174.3,6.60050503118,123.764770277,46.3653806652,149,3,18.0,R,1,168.313103297,83
3533,3533,182.25,2.21735578261,123.764770277,46.3653806652,150,3,19.0,R,1,180.419155821,83
3534,3534,179.571428571,2.99205296617,123.764770277,46.3653806652,151,3,20.0,R,1,182.759987706,83
3535,3535,188.5,5.08920426,123.764770277,46.3653806652,152,3,21.0,R,1,180.883503059,83
3536,3536,183.8,1.92353840617,123.764770277,46.3653806652,153,3,22.0,R,1,185.17675736,83
3537,3537,191.0,2.64575131106,123.764770277,46.3653806652,154,3,23.0,R,1,193.180452768,83
3538,3538,191.222222222,3.56292638774,123.764770277,46.3653806652,155,3,24.0,R,1,191.919987393,83
3539,3539,191.5,0.707106781187,123.764770277,46.3653806652,156,3,25.0,R,1,190.609145232,83
3540,3540,195.5,3.53553390593,123.764770277,46.3653806652,157,3,26.0,R,1,194.665063813,83
3541,3541,196.0,3.94405318873,123.764770277,46.3653806652,158,3,27.0,R,1,193.569843339,83
3542,3542,194.0,2.82842712475,123.764770277,46.3653806652,159,3,28.0,R,1,201.354105586,83
3543,3543,187.705882353,8.85130432396,123.764770277,46.3653806652,160,3,29.0,R,1,170.202145227,83
3544,3544,170.454545455,10.893701266,123.764770277,46.3653806652,161,3,30.0,R,1,178.554639767,83
3545,3545,156.833333333,14.358505029,123.764770277,46.3653806652,162,3,31.0,R,1,160.47834987,83
3546,3546,148.5,1.29099444874,123.764770277,46.3653806652,163,3,32.0,R,1,150.245994541,83
3547,3547,143.0,1.29099444874,123.764770277,46.3653806652,164,3,33.0,R,1,143.336298854,83
3548,3548,137.0,1.0,123.764770277,46.3653806652,165,3,34.0,R,1,136.273722643,83
3549,3549,134.0,1.0,123.764770277,46.3653806652,166,3,35.0,R,1,134.009242983,83
3550,3550,105.0,1.0,123.764770277,46.3653806652,167,3,36.0,R,1,105.56476086,83
3551,3551,109.181818182,7.49424021257,123.764770277,46.3653806652,168,3,37.0,R,1,116.185020141,83
3552,3552,91.5,0.707106781187,154.707804229,35.7215160728,45,1,1.0,B,0,92.7170143935,84
3553,3553,87.5,1.29099444874,154.707804229,35.7215160728,46,1,2.0,B,0,87.839494514,84
3554,3554,88.6,3.20416395752,154.707804229,35.7215160728,47,1,3.0,B,0,92.2848226979,84
3555,3555,102.5,0.707106781187,154.707804229,35.7215160728,48,1,4.0,B,0,102.855161423,84
3556,3556,111.0,1.58113883008,154.707804229,35.7215160728,49,1,5.0,B,0,111.247594111,84
3557,3557,123.5,1.87082869339,154.707804229,35.7215160728,50,1,6.0,B,0,123.279174023,84
3558,3558,132.0,2.73861278753,154.707804229,35.7215160728,51,1,7.0,B,0,133.127297688,84
3559,3559,145.25,6.76581966871,154.707804229,35.7215160728,52,1,8.0,B,0,124.677725308,84
3560,3560,157.285714286,4.68025233345,154.707804229,35.7215160728,53,1,9.0,B,0,161.271468346,84
3561,3561,163.0,3.20713490295,154.707804229,35.7215160728,54,1,10.0,B,0,161.767313868,84
3562,3562,183.5,4.7609522857,154.707804229,35.7215160728,55,1,11.0,B,0,183.668478234,84
3563,3563,179.0,2.16024689947,154.707804229,35.7215160728,56,1,12.0,B,0,178.2106962,84
3564,3564,171.944444444,5.9850030441,154.707804229,35.7215160728,57,1,13.0,B,0,173.545157989,84
3565,3565,172.5,2.44948974278,154.707804229,35.7215160728,58,1,14.0,B,0,173.710080104,84
3566,3566,173.0,1.58113883008,154.707804229,35.7215160728,59,1,15.0,B,0,174.496625377,84
3567,3567,181.692307692,4.58956452881,154.707804229,35.7215160728,60,1,16.0,B,0,184.869111124,84
3568,3568,188.5,0.707106781187,154.707804229,35.7215160728,61,1,17.0,B,0,188.838255963,84
3569,3569,192.0,3.31662479036,154.707804229,35.7215160728,62,1,18.0,B,0,190.529467525,84
3570,3570,191.0,3.31662479036,154.707804229,35.7215160728,63,1,19.0,B,0,188.659464492,84
3571,3571,188.8,2.38746727726,154.707804229,35.7215160728,64,1,20.0,B,0,188.067663958,84
3572,3572,186.9,3.78447119453,154.707804229,35.7215160728,65,1,21.0,B,0,188.442228494,84
3573,3573,186.666666667,3.16227766017,154.707804229,35.7215160728,66,1,22.0,B,0,187.558216266,84
3574,3574,188.0,2.73861278753,154.707804229,35.7215160728,67,1,23.0,B,0,190.400193453,84
3575,3575,195.3,6.20780493454,154.707804229,35.7215160728,68,1,24.0,B,0,203.388377053,84
3576,3576,194.5,6.49358657959,154.707804229,35.7215160728,69,1,25.0,B,0,200.491326012,84
3577,3577,198.0,4.472135955,154.707804229,35.7215160728,70,1,26.0,B,0,194.430843864,84
3578,3578,197.5,3.60555127546,154.707804229,35.7215160728,71,1,27.0,B,0,198.886696078,84
3579,3579,198.5,3.60555127546,154.707804229,35.7215160728,72,1,28.0,B,0,199.7964493,84
3580,3580,196.0,2.16024689947,154.707804229,35.7215160728,73,1,29.0,B,0,193.913520842,84
3581,3581,181.571428571,4.30945803686,154.707804229,35.7215160728,74,1,30.0,B,0,179.479459304,84
3582,3582,172.0,2.16024689947,154.707804229,35.7215160728,75,1,31.0,B,0,172.08659526,84
3583,3583,155.285714286,3.63841933236,154.707804229,35.7215160728,76,1,32.0,B,0,160.061534792,84
3584,3584,151.0,2.16024689947,154.707804229,35.7215160728,77,1,33.0,B,0,153.061165859,84
3585,3585,141.833333333,4.44835686382,154.707804229,35.7215160728,78,1,34.0,B,0,140.359835729,84
3586,3586,148.666666667,2.16024689947,154.707804229,35.7215160728,79,1,35.0,B,0,147.249906114,84
3587,3587,143.833333333,2.48327740429,154.707804229,35.7215160728,80,1,36.0,B,0,144.293763734,84
3588,3588,142.0,1.58113883008,154.707804229,35.7215160728,81,1,37.0,B,0,146.207420754,84
3589,3589,143.222222222,3.07318148576,154.707804229,35.7215160728,82,1,38.0,B,0,144.117677946,84
3590,3590,140.714285714,3.63841933236,154.707804229,35.7215160728,83,1,39.0,B,0,138.378930922,84
3591,3591,133.0,1.0,154.707804229,35.7215160728,84,1,40.0,B,0,131.849741029,84
3592,3592,129.0,1.58113883008,154.707804229,35.7215160728,85,1,41.0,B,0,130.587126581,84
3593,3593,122.5,1.29099444874,154.707804229,35.7215160728,86,1,42.0,B,0,122.144798329,84
3594,3594,115.5,1.29099444874,154.707804229,35.7215160728,87,1,43.0,B,0,114.231231034,84
3595,3595,103.5,5.9160797831,154.707804229,35.7215160728,88,1,44.0,B,0,112.59961861,84
3596,3596,107.5,4.7609522857,154.707804229,35.7215160728,89,1,45.0,B,0,108.074440573,84
3597,3597,97.9,6.99920630421,154.707804229,35.7215160728,90,2,1.0,B,0,103.82869691,85
3598,3598,93.1111111111,2.93446947694,154.707804229,35.7215160728,91,2,2.0,B,0,90.3102192216,85
3599,3599,101.0,3.31662479036,154.707804229,35.7215160728,92,2,3.0,B,0,97.264565805,85
3600,3600,101.5,3.0276503541,154.707804229,35.7215160728,93,2,4.0,B,0,101.948306447,85
